pkg1,pkg2,n
mosaic,mpoly,1
mosaic,multicon,1
mosaic,multigroup,1
mosaic,mvbutils,1
mosaic,nat,1
mosaic,oce,1
mosaic,ocomposition,1
mosaic,openintro,1
mosaic,osDesign,1
mosaic,overlap,1
mosaic,PASWR,1
mosaic,PBSmapping,1
mosaic,pcadapt,1
mosaic,pdist,1
mosaic,pdmod,1
mosaic,pdR,1
mosaic,PerMallows,1
mosaic,permute,1
mosaic,phcfM,1
mosaic,phonTools,1
mosaic,PKreport,1
mosaic,plgp,1
mosaic,plm,1
mosaic,plotrix,1
mosaic,plspm,1
mosaic,plyr,1
mosaic,pnf,1
mosaic,popbio,1
mosaic,popdemo,1
mosaic,PopED,1
mosaic,poplite,1
mosaic,precintcon,1
mosaic,PReMiuM,1
mosaic,propagate,1
mosaic,prospectr,1
mosaic,PST,1
mosaic,QCA,1
mosaic,qdap,1
mosaic,qtl,1
mosaic,quanteda,1
mosaic,questionr,1
mosaic,RandomFields,1
mosaic,randomUniformForest,1
mosaic,raster,1
mosaic,rationalfun,1
mosaic,RcmdrPlugin.KMggplot2,1
mosaic,RcmdrPlugin.NMBU,1
mosaic,RecordLinkage,1
mosaic,reldist,1
mosaic,remote,1
mosaic,resample,1
mosaic,rgp,1
mosaic,rgr,1
mosaic,rminer,1
mosaic,Rmixmod,1
mosaic,ROptEstOld,1
mosaic,rpf,1
mosaic,rsnps,1
mosaic,R.utils,1
mosaic,scales,1
mosaic,schoRsch,1
mosaic,SciencesPo,1
mosaic,sdcMicro,1
mosaic,sdmvspecies,1
mosaic,secr,1
mosaic,sensR,1
mosaic,sets,1
mosaic,sfsmisc,1
mosaic,shapes,1
mosaic,signal,1
mosaic,simba,1
mosaic,simpleboot,1
mosaic,simsem,1
mosaic,sitar,1
mosaic,smcUtils,1
mosaic,sn,1
mosaic,SOD,1
mosaic,SpatialExtremes,1
mosaic,spatstat,1
mosaic,spcadjust,1
mosaic,stremo,1
mosaic,svapls,1
mosaic,SWMPr,1
mosaic,timeordered,1
mosaic,timetools,1
mosaic,TIMP,1
mosaic,tourr,1
mosaic,Traitspace,1
mosaic,tsbridge,1
mosaic,ttutils,1
mosaic,tuneR,1
mosaic,untb,1
mosaic,vcd,1
mosaic,VoxR,1
mosaicData,UsingR,1
MoTBFs,MRSP,1
MoTBFs,numOSL,1
MoTBFs,packrat,1
MoTBFs,poplite,1
MoTBFs,qdap,1
MoTBFs,qtl,1
MoTBFs,raster,1
MoTBFs,rEMM,1
MoTBFs,shapes,1
MoTBFs,StatMeasures,1
MoTBFs,untb,1
MoTBFs,vcdExtra,1
moveHMM,partialOR,1
moveHMM,seawaveQ,1
moveHMM,soilprofile,1
moveHMM,synRNASeqNet,1
moveHMM,utils,1
mp,rms,1
mp,Tmisc,1
mpa,profileR,1
MPAgenomics,phylobase,1
MPAgenomics,SegCorr,1
mpath,plgp,1
mpath,RVAideMemoire,1
mpath,sciplot,1
mpath,sjmisc,1
mplot,refund,1
mplot,rfoaas,1
mplot,Rlab,1
mplot,SVMMaj,1
mplot,TH.data,1
MplusAutomation,mvbutils,1
MplusAutomation,ordPens,1
MplusAutomation,paleoTS,1
MplusAutomation,pracma,1
MplusAutomation,psytabs,1
MplusAutomation,schoRsch,1
MplusAutomation,sesem,1
mpm,pitchRx,1
mpm,rio,1
mpm,soc.ca,1
mpMap,pla,1
mpMap,rminer,1
mpMap,TIMP,1
mpoly,numbers,1
mpoly,polynom,1
mpoly,PolynomF,1
mpoly,pracma,1
mpoly,PReMiuM,1
mpoly,randomUniformForest,1
mpoly,rje,1
mpoly,Rmixmod,1
mpoly,rootSolve,1
mpoly,R.utils,1
mpoly,SSDforR,1
mpoly,UWHAM,1
mpoly,yaImpute,1
mppa,npsm,1
MPSEM,network,1
MPTinR,robust,1
MPTinR,sSDR,1
MPTinR,ssfit,1
MPV,qpcR,1
MPV,rknn,1
MPV,ternvis,1
mQTL,signal,1
mrds,nonparaeff,1
MRH,MuMIn,1
MRH,R2BayesX,1
MRH,ramps,1
MRH,spatcounts,1
MRH,SpatialExtremes,1
MRIaggr,mritc,1
MRIaggr,optiRum,1
MRIaggr,PASWR2,1
MRIaggr,phonTools,1
MRIaggr,Rmisc,1
MRIaggr,SciencesPo,1
mRMRe,optmatch,1
mRMRe,outliers,1
mRMRe,spTDyn,1
mRMRe,stochvol,1
mRMRe,surveillance,1
MRSP,pcadapt,1
MRSP,poplite,1
MRSP,popsom,1
MRSP,poweRlaw,1
MRSP,pse,1
MRSP,qualV,1
MRSP,rebmix,1
MRSP,resample,1
MRSP,sciplot,1
MRSP,sdef,1
MRSP,SensoMineR,1
MRSP,shapes,1
MRSP,SpatialExtremes,1
MRSP,staTools,1
MRSP,StatRank,1
MRSP,stremo,1
MRSP,survMisc,1
MRSP,timereg,1
MRSP,TopKLists,1
MRSP,Traitspace,1
MRSP,TukeyC,1
MRSP,untb,1
MRSP,vegetarian,1
MRSP,VGAM,1
MRSP,wavethresh,1
MRwarping,seqinr,1
MRwarping,sequences,1
MRwarping,survMisc,1
msap,psych,1
MSBVAR,r4ss,1
MSBVAR,rBeta2009,1
MSBVAR,reglogit,1
MSBVAR,sjmisc,1
MSBVAR,SpatialVx,1
MSBVAR,spduration,1
MSBVAR,termstrc,1
MSBVAR,tolerance,1
MSBVAR,wasim,1
msgpackR,scidb,1
msir,OpenRepGrid,1
msir,parviol,1
msir,phonTools,1
msir,plsdof,1
msir,plspm,1
msir,psd,1
msir,recommenderlab,1
msir,rgp,1
msir,ripa,1
msir,SciencesPo,1
msir,som,1
msir,sparseLDA,1
msir,SpatialEpi,1
msir,SVMMaj,1
msir,swfscMisc,1
msir,symbols,1
msir,tawny,1
msir,tuneR,1
msos,mvinfluence,1
msos,OpenMx,1
msos,pdR,1
msos,plsdof,1
msos,psych,1
msos,ramify,1
msos,Rgbp,1
msos,spatial.gev.bma,1
msos,ThreeWay,1
msos,ztable,1
MSQC,RMAWGEN,1
MSQC,signal,1
MSQC,SpatialExtremes,1
MST,timeDate,1
mstate,pvclust,1
mtk,NNTbiomarker,1
mtk,pbatR,1
mtk,PottsUtils,1
mtk,RAdwords,1
mtk,raster,1
mtk,remote,1
mtk,reportr,1
mtk,rmarkdown,1
mtk,Rsampletrees,1
mtk,RXMCDA,1
mtk,seqinr,1
mtk,sqlutils,1
mtk,TIMP,1
mtk,userfriendlyscience,1
MTS,pheno2geno,1
MTS,vars,1
mtsdi,pgam,1
MTurkR,nws,1
MTurkR,pushoverr,1
MTurkR,raster,1
MTurkR,RcppBDT,1
MTurkR,R.oo,1
MTurkR,SCEPtERbinary,1
MTurkR,SCRT,1
MTurkR,shinyjs,1
MTurkR,splusTimeDate,1
MTurkR,timesboot,1
MUCflights,nycflights13,1
MUCflights,shapes,1
MUCflights,TMDb,1
MUCflights,WRS2,1
multcomp,muma,1
multcomp,rqPen,1
multcomp,simboot,1
multcomp,simctest,1
multic,Rfit,1
MultiCNVDetect,partitions,1
MultiCNVDetect,rpartitions,1
MultiCNVDetect,sand,1
multicon,multiplex,1
multicon,numOSL,1
multicon,oce,1
multicon,PairedData,1
multicon,RcmdrPlugin.EACSPIR,1
multicon,refund.wave,1
multicon,RGCCA,1
multicon,SWMPr,1
multicon,timsac,1
multicool,multivator,1
multicool,nnet,1
multicool,qualvar,1
multicool,vars,1
multigroup,pls,1
multigroup,plyr,1
multigroup,popdemo,1
multigroup,pracma,1
multigroup,rockchalk,1
multigroup,scidb,1
multigroup,sgPLS,1
multigroup,shapes,1
multigroup,VoxR,1
multigroup,Zelig,1
multilevel,psy,1
multilevelPSA,stackoverflow,1
multipleNCC,Rwave,1
multiplex,numOSL,1
multiplex,paramlink,1
multiplex,PopGenKit,1
multiplex,psych,1
multiplex,qtl,1
multiplex,quanteda,1
multiplex,refund.wave,1
multiplex,rio,1
multiplex,sna,1
multiplex,SWMPr,1
multiplex,timsac,1
multiplex,tis,1
multiplex,TRD,1
multiplex,wavethresh,1
multiplex,x12,1
multipol,optimbase,1
multipol,paramlink,1
multipol,partDSA,1
multipol,PopED,1
multipol,psd,1
multipol,qrnn,1
multipol,quanteda,1
multipol,ramify,1
multipol,raster,1
multipol,rcppbugs,1
multipol,regpro,1
multipol,rHpcc,1
multipol,R.oo,1
multipol,rv,1
multipol,Rwinsteps,1
multipol,SciencesPo,1
multipol,secr,1
multipol,SensusR,1
multipol,sglasso,1
multipol,sjmisc,1
multipol,tsDyn,1
multipol,useful,1
multipol,userfriendlyscience,1
multipol,VGAM,1
multipol,x.ent,1
multirich,plotrix,1
multirich,R0,1
MultiRR,PwrGSD,1
multitable,somebm,1
multitable,tseries,1
multivator,mvbutils,1
multivator,phangorn,1
multivator,proxy,1
multivator,qualvar,1
multivator,spatstat,1
multivator,transport,1
multivator,vars,1
multiway,oce,1
multiway,plotrix,1
multiway,plspm,1
multiway,psych,1
multiway,rfoaas,1
multiway,rTensor,1
multiway,sca,1
multiway,scales,1
multiway,sdmvspecies,1
multiway,sensR,1
multiway,tourr,1
multiway,tsbridge,1
multxpert,quickpsy,1
muma,outliers,1
muma,pcadapt,1
muma,psych,1
muma,randomForest,1
muma,RRF,1
muma,schoRsch,1
muma,seasonal,1
muma,snpRF,1
muma,timeSeries,1
MuMIn,phangorn,1
MuMIn,pls,1
MuMIn,qpcR,1
MuMIn,R2BayesX,1
MuMIn,ramps,1
MuMIn,rebmix,1
MuMIn,repolr,1
MuMIn,rstpm2,1
MuMIn,sads,1
MuMIn,SASmixed,1
MuMIn,sme,1
MuMIn,spatcounts,1
MuMIn,SpatialExtremes,1
MuMIn,survMisc,1
MuMIn,threeboost,1
MuMIn,VGAM,1
MuMIn,ycinterextra,1
munfold,pracma,1
munfold,provenance,1
munfold,qlcMatrix,1
munfold,vegan,1
munsell,phylotools,1
munsell,rphast,1
munsell,spgs,1
munsellinterpol,pracma,1
munsellinterpol,RSEIS,1
muStat,rapport,1
muStat,rapportools,1
muStat,sgeostat,1
muStat,TopKLists,1
MVar.pt,PEIP,1
MVar.pt,provenance,1
MVB,SpatioTemporal,1
MVB,stepR,1
mvbutils,ordPens,1
mvbutils,peplib,1
mvbutils,pkgmaker,1
mvbutils,pracma,1
mvbutils,qdap,1
mvbutils,rPref,1
mvbutils,rugarch,1
mvbutils,schoRsch,1
mvbutils,seqinr,1
mvbutils,SpaDES,1
mvbutils,spam,1
mvbutils,utils,1
mvbutils,Xmisc,1
mvinfluence,OpenMx,1
mvinfluence,pdR,1
mvinfluence,plsdof,1
mvinfluence,psych,1
mvinfluence,ramify,1
mvinfluence,Rgbp,1
mvinfluence,ThreeWay,1
mvinfluence,ztable,1
mvmesh,SimplicialCubature,1
mvmeta,pedigree,1
mvMORPH,pcIRT,1
mvMORPH,spaMM,1
mvMORPH,unmarked,1
mvnfast,phyclust,1
mvnfast,rtfbs,1
mvnfast,secr,1
mvnormtest,RVAideMemoire,1
mvoutlier,rkt,1
mvoutlier,StatDA,1
mvoutlier,TiddlyWikiR,1
mvoutlier,TIMP,1
MVR,pracma,1
MVT,normalp,1
MVT,npde,1
MVT,pcadapt,1
MVT,PerformanceAnalytics,1
MVT,pgam,1
MVT,propagate,1
MVT,rapport,1
MVT,rapportools,1
MVT,ROptEstOld,1
MVT,RSEIS,1
MVT,saemix,1
MVT,SciencesPo,1
MVT,semTools,1
MVT,Sim.DiffProc,1
MVT,spatstat,1
MVT,ssym,1
MVT,timeDate,1
MVT,TSA,1
mvtboost,riverplot,1
mvtnorm,pauwels2014,1
mvtnorm,spatial.gev.bma,1
mvtnorm,SpatialTools,1
mvtnorm,splus2R,1
NADA,rapportools,1
NADA,Rothermel,1
NADA,rsnps,1
NADA,ycinterextra,1
nadiv,PresenceAbsence,1
nadiv,scrime,1
nadiv,sensitivity,1
nadiv,SNPmaxsel,1
NAM,npsp,1
NAM,plgp,1
NAM,sanon,1
NAM,SNPassoc,1
NAM,timsac,1
NAM,vcdExtra,1
nanop,NMF,1
nat,neuroim,1
nat,oro.nifti,1
nat,overlap,1
nat,phonTools,1
nat,plaqr,1
nat,plgp,1
nat,popbio,1
nat,prospectr,1
nat,RecordLinkage,1
nat,resample,1
nat,retistruct,1
nat,rsnps,1
nat,signal,1
nat,smcUtils,1
nat,timetools,1
nat,unmarked,1
nat,validate,1
nat,vcd,1
nat,xts,1
nat.utils,pathological,1
nat.utils,testthatsomemore,1
NBDdirichlet,spatstat,1
NBDdirichlet,VGAM,1
NCA,PK,1
ncf,ParallelPC,1
ncf,usdm,1
NCmisc,nlme,1
NCmisc,nlstools,1
NCmisc,pbatR,1
NCmisc,pracma,1
NCmisc,prettyR,1
NCmisc,randomUniformForest,1
NCmisc,RandVar,1
NCmisc,rebus,1
NCmisc,robustHD,1
NCmisc,rockchalk,1
NCmisc,SciencesPo,1
NCmisc,seasonal,1
NCmisc,SIS,1
NCmisc,stackoverflow,1
NCmisc,statar,1
NCmisc,timeit,1
NCmisc,Zelig,1
NCmisc,zipfR,1
ndtv,timeline,1
ndtv,VizOR,1
NeatMap,RcmdrMisc,1
neldermead,nloptr,1
neotoma,OpenRepGrid,1
neotoma,planor,1
neotoma,qdapRegex,1
neotoma,raster,1
neotoma,scidb,1
neotoma,secr,1
neotoma,simsem,1
neotoma,sivipm,1
neotoma,tuneR,1
netmeta,siplab,1
NetSim,spectralGP,1
network,plyr,1
network,ReporteRs,1
network,simcausal,1
network,smnet,1
network,TMDb,1
neuralnet,ROCR,1
neuroim,ngram,1
neuroim,nplr,1
neuroim,onemap,1
neuroim,OpenRepGrid,1
neuroim,optpart,1
neuroim,phonTools,1
neuroim,proxy,1
neuroim,psych,1
neuroim,purrr,1
neuroim,PwrGSD,1
neuroim,qte,1
neuroim,ramify,1
neuroim,randomUniformForest,1
neuroim,rebus,1
neuroim,ResistorArray,1
neuroim,R.huge,1
neuroim,RNiftyReg,1
neuroim,rstan,1
neuroim,Runiversal,1
neuroim,Ryacas,1
neuroim,scidb,1
neuroim,SciencesPo,1
neuroim,seasonal,1
neuroim,selfingTree,1
neuroim,SpatialExtremes,1
neuroim,spatstat,1
neuroim,stepR,1
neuroim,synlik,1
neuroim,tfer,1
neuroim,tgp,1
neuroim,tidyr,1
neuroim,timetools,1
neuroim,TLBC,1
neuroim,VGAM,1
nFactors,RConics,1
ngram,ngramr,1
ngram,plsgenomics,1
ngram,randomUniformForest,1
ngram,reglogit,1
ngram,R.rsp,1
ngram,Runiversal,1
ngram,spaMM,1
ngram,xergm.common,1
NHPoisson,profilr,1
nicheROVER,phcfM,1
nicheROVER,RConics,1
nicheROVER,refGenome,1
nicheROVER,RInSp,1
nicheROVER,Rmixmod,1
nicheROVER,sbgcop,1
nicheROVER,siar,1
nicheROVER,spatstat,1
nicheROVER,VennDiagram,1
nlme,QTLRel,1
nlme,RAdwords,1
nlme,RandomFields,1
nlme,raster,1
nlme,Rlinkedin,1
nlme,rPlant,1
nlme,RSAGA,1
nlme,ryouready,1
nlme,seqinr,1
nlme,sna,1
nlme,userfriendlyscience,1
nlme,VCA,1
nlme,webvis,1
nlmeU,shapes,1
nloptr,qtlDesign,1
nloptr,sae,1
nloptr,simba,1
NLP,PivotalR,1
NLP,qdap,1
NLP,quanteda,1
NLP,RNeXML,1
NLP,rsnps,1
NLP,SciencesPo,1
NLP,seqinr,1
NLP,solarius,1
nlreg,ramps,1
nlreg,scuba,1
nlreg,sfsmisc,1
nlreg,spatstat,1
nlreg,tseriesChaos,1
nlsem,shiny,1
nlstools,R0,1
nlstools,SHELF,1
nlstools,staTools,1
nlstools,wmlf,1
nmcdr,permute,1
nmcdr,seg,1
NMF,NNTbiomarker,1
NMF,onemap,1
NMF,optpart,1
NMF,packHV,1
NMF,paleoMAS,1
NMF,pla,1
NMF,plgp,1
NMF,plotrix,1
NMF,quantileDA,1
NMF,randomUniformForest,1
NMF,rapportools,1
NMF,reldist,1
NMF,rmarkdown,1
NMF,rminer,1
NMF,rNMF,1
NMF,robustlmm,1
NMF,RSA,1
NMF,seqinr,1
NMF,sna,1
NMF,Stem,1
NMF,stochvol,1
NMF,tableplot,1
NMF,TaoTeProgramming,1
NMF,tcR,1
NMF,timeROC,1
NMF,TIMP,1
NMF,tis,1
NMF,VLF,1
NMF,VLMC,1
NMF,waveslim,1
NMFN,phylin,1
NMFN,TRSbook,1
NMOF,somebm,1
NMOF,sparr,1
NMOF,termstrc,1
NMOF,timetools,1
NMOF,waveslim,1
nnlasso,rTensor,1
NNTbiomarker,rmarkdown,1
NNTbiomarker,simctest,1
nodiv,oro.pet,1
nodiv,palaeoSig,1
nodiv,party,1
nodiv,phangorn,1
nodiv,rfishbase,1
nodiv,RNeo4j,1
nodiv,sitar,1
nodiv,stabs,1
nodiv,tsbugs,1
nomclust,spikeSlabGAM,1
nonlinearTseries,SCEPtER,1
nonlinearTseries,SpaDES,1
nonlinearTseries,tawny,1
nonparaeff,regpro,1
nonparaeff,SNPassoc,1
nontarget,randomForest,1
nontarget,RRF,1
nontarget,SCMA,1
nontarget,snpRF,1
nontarget,TRAMPR,1
nontarget,wsrf,1
nontarget,Zelig,1
normalp,npde,1
normalp,pcadapt,1
normalp,PerformanceAnalytics,1
normalp,propagate,1
normalp,rapport,1
normalp,rapportools,1
normalp,ROptEstOld,1
normalp,saemix,1
normalp,SciencesPo,1
normalp,semTools,1
normalp,Sim.DiffProc,1
normalp,timeDate,1
normalp,TSA,1
NORMT3,sn,1
NORMT3,solaR,1
nortest,truncgof,1
np,RVAideMemoire,1
np,sciplot,1
np,sjmisc,1
NPBayesImpute,pracma,1
npde,pcadapt,1
npde,quantileDA,1
npde,s20x,1
npde,semTools,1
nplr,oro.nifti,1
nplr,qpcR,1
nplr,raster,1
nplr,RSA,1
nplr,spaMM,1
npmlreg,reshape,1
npmlreg,rpart,1
npmlreg,tidyr,1
npmlreg,tumblR,1
npmlreg,wccsom,1
NPS,popgen,1
npsf,survMisc,1
npsm,nycflights13,1
npsm,randtests,1
npsm,rfishbase,1
npsm,robustbase,1
npsm,RVAideMemoire,1
npsm,SciencesPo,1
npsm,signal,1
npsm,spgs,1
npsm,stats,1
npsm,stm,1
npsm,tsDyn,1
npsp,PAWL,1
npsp,plgp,1
npsp,prospectr,1
npsp,sanon,1
npsp,signal,1
npsp,sm,1
npsp,splancs,1
npsp,tolerance,1
nscancor,nsprcomp,1
NSM3,qpcR,1
nsRFA,pec,1
nsRFA,performanceEstimation,1
nsRFA,PHeval,1
nsRFA,powerpkg,1
nsRFA,prettyR,1
nsRFA,psych,1
nsRFA,qpcR,1
nsRFA,quantspec,1
nsRFA,Renext,1
nsRFA,retimes,1
nsRFA,secr,1
nsRFA,semTools,1
nsRFA,SMIR,1
nsRFA,SuppDists,1
nsRFA,TExPosition,1
nsRFA,TIMP,1
nsRFA,unmarked,1
nullabor,rcrypt,1
nullabor,rugarch,1
nullabor,vcd,1
numbers,parfm,1
numbers,PerformanceAnalytics,1
numbers,pheno,1
numbers,poistweedie,1
numbers,PopED,1
numbers,psd,1
numbers,psych,1
numbers,qtlDesign,1
numbers,QTLRel,1
numbers,relevent,1
numbers,RVAideMemoire,1
numbers,scuba,1
numbers,shiny,1
numbers,surveillance,1
numbers,tvm,1
numDeriv,oce,1
numDeriv,pks,1
numDeriv,Rfit,1
numDeriv,RNiftyReg,1
numDeriv,rootSolve,1
numOSL,poplite,1
numOSL,refund.wave,1
numOSL,shapes,1
numOSL,timsac,1
numOSL,untb,1
nws,packrat,1
nws,pitchRx,1
nws,rio,1
nws,soc.ca,1
nycflights13,SciencesPo,1
oaxaca,spatstat,1
objectProperties,wellknown,1
obliclus,Rankcluster,1
oce,OpenRepGrid,1
oce,ops,1
oce,PerMallows,1
oce,phonTools,1
oce,plgp,1
oce,plotrix,1
oce,plspm,1
oce,popsom,1
oce,prospectr,1
oce,psych,1
oce,raster,1
oce,Rfit,1
oce,Rlabkey,1
oce,robustbase,1
oce,RSEIS,1
oce,R.utils,1
oce,scales,1
oce,SDMTools,1
oce,sdmvspecies,1
oce,secrdesign,1
oce,sensR,1
oce,signal,1
oce,smacof,1
oce,SpaDES,1
oce,SpatialExtremes,1
oce,spatstat,1
oce,sphet,1
oce,swfscMisc,1
oce,TLBC,1
oce,tourr,1
oce,tsbridge,1
oce,turboEM,1
oce,widals,1
OceanView,rasterVis,1
OceanView,SciViews,1
ocomposition,osDesign,1
ocomposition,phcfM,1
ocomposition,pracma,1
ocomposition,psych,1
ocomposition,radir,1
ocomposition,rgr,1
ocomposition,rje,1
ocomposition,rpf,1
ocomposition,secr,1
ocomposition,seqinr,1
ocomposition,shiny,1
ocomposition,SpatialExtremes,1
ocomposition,stremo,1
ocomposition,VGAM,1
ODB,sets,1
okmesonet,rbison,1
oncomodel,PST,1
oncomodel,rphast,1
oncomodel,treethresh,1
Oncotree,paramlink,1
Oncotree,phylobase,1
Oncotree,phyloland,1
Oncotree,seedy,1
Oncotree,tileHMM,1
OneArmPhaseTwoStudy,unmarked,1
OneArmPhaseTwoStudy,x12,1
onemap,OpenRepGrid,1
onemap,optpart,1
onemap,packHV,1
onemap,purrr,1
onemap,qdapRegex,1
onemap,randomizeR,1
onemap,rebus,1
onemap,robustlmm,1
onemap,RSA,1
onemap,scuba,1
onemap,selfingTree,1
onemap,solaR,1
onemap,SpatialExtremes,1
onemap,SpatialVx,1
onemap,statar,1
onemap,SWMPr,1
onemap,synthpop,1
onemap,tableplot,1
onemap,testthat,1
onemap,timeROC,1
onemap,trajectories,1
onemap,validate,1
onemap,VLF,1
ONETr,robustbase,1
ONETr,treeclim,1
OneTwoSamples,robustfa,1
OneTwoSamples,SciencesPo,1
onewaytests,spgs,1
onion,orientlib,1
onion,PEIP,1
onion,PET,1
onion,phonTools,1
onion,pracma,1
onion,qdap,1
onion,quantmod,1
onion,randomizeR,1
onion,raster,1
onion,reshape,1
onion,RobAStBase,1
onion,ROptEstOld,1
onion,rstackdeque,1
onion,secr,1
onion,spatstat,1
onion,spTDyn,1
onion,spTimer,1
onion,TiddlyWikiR,1
onion,VennDiagram,1
OOmisc,osDesign,1
OOmisc,rgr,1
OOmisc,rje,1
OOmisc,SparseFactorAnalysis,1
OOmisc,TMB,1
OOmisc,VGAM,1
OPDOE,spaMM,1
OPDOE,survey,1
openair,Rarity,1
openair,rio,1
openair,R.rsp,1
openair,SpatioTemporal,1
openair,tis,1
opencpu,RMark,1
opencpu,R.utils,1
opencpu,spam,1
openintro,overlap,1
openintro,RcmdrPlugin.NMBU,1
openintro,RcmdrPlugin.seeg,1
openintro,reshape,1
openintro,reshape2,1
openintro,seqinr,1
openintro,tigerstats,1
openintro,untb,1
openintro,UScensus2010,1
OpenMPController,RhpcBLASctl,1
OpenMx,pdR,1
OpenMx,plsdof,1
OpenMx,pracma,1
OpenMx,psych,1
OpenMx,ramify,1
OpenMx,Rgbp,1
OpenMx,sem,1
OpenMx,sn,1
OpenMx,ThreeWay,1
OpenMx,ztable,1
OpenRepGrid,ops,1
OpenRepGrid,parviol,1
OpenRepGrid,PerMallows,1
OpenRepGrid,phonTools,1
OpenRepGrid,planor,1
OpenRepGrid,plgp,1
OpenRepGrid,plsdof,1
OpenRepGrid,plspm,1
OpenRepGrid,PortfolioAnalytics,1
OpenRepGrid,ProNet,1
OpenRepGrid,psd,1
OpenRepGrid,purrr,1
OpenRepGrid,qdapRegex,1
OpenRepGrid,qdapTools,1
OpenRepGrid,quanteda,1
OpenRepGrid,recommenderlab,1
OpenRepGrid,rEMM,1
OpenRepGrid,rgp,1
OpenRepGrid,ripa,1
OpenRepGrid,RobAStBase,1
OpenRepGrid,ROptEstOld,1
OpenRepGrid,rotations,1
OpenRepGrid,Runuran,1
OpenRepGrid,sampling,1
OpenRepGrid,scidb,1
OpenRepGrid,SciencesPo,1
OpenRepGrid,SDMTools,1
OpenRepGrid,secr,1
OpenRepGrid,selfingTree,1
OpenRepGrid,Simpsons,1
OpenRepGrid,simsem,1
OpenRepGrid,sivipm,1
OpenRepGrid,som,1
OpenRepGrid,sparseLDA,1
OpenRepGrid,SpatialEpi,1
OpenRepGrid,spatstat,1
OpenRepGrid,sphet,1
OpenRepGrid,splusTimeSeries,1
OpenRepGrid,sSDR,1
OpenRepGrid,stackoverflow,1
OpenRepGrid,survival,1
OpenRepGrid,SVMMaj,1
OpenRepGrid,symbols,1
OpenRepGrid,taRifx,1
OpenRepGrid,tawny,1
OpenRepGrid,TLBC,1
OpenRepGrid,tourr,1
OpenRepGrid,useful,1
OpenRepGrid,UsingR,1
OpenRepGrid,wavethresh,1
OpenRepGrid,widals,1
openxlsx,PET,1
ops,PerMallows,1
ops,plgp,1
ops,poplite,1
ops,raster,1
ops,SDMTools,1
ops,signal,1
ops,SpatialExtremes,1
ops,sphet,1
ops,stats,1
ops,swfscMisc,1
ops,timeSeries,1
ops,TLBC,1
ops,widals,1
optAUC,ROC632,1
optAUC,sensR,1
optAUC,sROC,1
optimbase,phonTools,1
optimbase,rbamtools,1
optimbase,rEMM,1
optimbase,tableplot,1
optimbase,tcltk2,1
optimsimplex,VGAM,1
optiRum,PASWR2,1
optiRum,phonTools,1
optiRum,Rmisc,1
optiRum,SciencesPo,1
optmatch,outliers,1
optmatch,pairwise,1
optmatch,pls,1
optmatch,searchable,1
optmatch,sets,1
optmatch,sgeostat,1
optmatch,TriMatch,1
optpart,ordinal,1
optpart,packHV,1
optpart,PedCNV,1
optpart,PEIP,1
optpart,phonTools,1
optpart,psych,1
optpart,randomizeR,1
optpart,RobAStBase,1
optpart,robustlmm,1
optpart,ROptEstOld,1
optpart,ROptRegTS,1
optpart,RSA,1
optpart,saemix,1
optpart,scidb,1
optpart,sjmisc,1
optpart,solaR,1
optpart,sporm,1
optpart,synlik,1
optpart,synthpop,1
optpart,tableplot,1
optpart,testthat,1
optpart,tgp,1
optpart,ThreeWay,1
optpart,timeROC,1
optpart,trajectories,1
optpart,untb,1
optpart,validate,1
optpart,VLF,1
optpart,xgboost,1
orderbook,settings,1
orderbook,shinyjs,1
orderbook,tidyr,1
OrdFacReg,RcmdrPlugin.NMBU,1
OrdFacReg,SciencesPo,1
ordinal,phonTools,1
ordinal,rsae,1
ordinal,scidb,1
ordinal,synlik,1
OrdMonReg,pracma,1
OrdMonReg,reporttools,1
OrdMonReg,Rfit,1
ordPens,pracma,1
ordPens,schoRsch,1
ore,pdfCluster,1
ore,SNPmaxsel,1
oro.nifti,pracma,1
oro.nifti,retistruct,1
oro.nifti,timetools,1
orthogonalsplinebasis,semTools,1
orthogonalsplinebasis,stream,1
osDesign,phcfM,1
osDesign,pracma,1
osDesign,psych,1
osDesign,rpf,1
osDesign,secr,1
osDesign,simsem,1
osDesign,SparseFactorAnalysis,1
osDesign,SpatialExtremes,1
osDesign,VGAM,1
osmar,pryr,1
osmar,rebus,1
osmar,relations,1
osmar,R.filesets,1
osmar,rsml,1
osmar,shiny,1
osmar,simcausal,1
osmar,utils,1
ouch,popsom,1
ouch,poweRlaw,1
ouch,resample,1
ouch,RVAideMemoire,1
ouch,spectralGP,1
ouch,vegetarian,1
OutbreakTools,proxy,1
OutbreakTools,pse,1
OutbreakTools,sisus,1
OutlierDM,SciencesPo,1
OutlierDM,StatMeasures,1
OutlierDM,TeachingDemos,1
outliers,pcadapt,1
outliers,psych,1
outliers,randomForest,1
outliers,RRF,1
outliers,schoRsch,1
outliers,seasonal,1
outliers,snpRF,1
outliers,timeSeries,1
overlap,phonTools,1
overlap,plgp,1
overlap,popbio,1
overlap,prospectr,1
overlap,raster,1
overlap,RecordLinkage,1
overlap,resample,1
overlap,R.utils,1
overlap,signal,1
overlap,smcUtils,1
overlap,spcadjust,1
pa,regress,1
PabonLasso,pmr,1
pack,scidb,1
packHV,plyr,1
packHV,questionr,1
packHV,randomizeR,1
packHV,robustlmm,1
