fn,pkg1,pkg2
s,astrochron,stm
sensitivity,fast,SVMMatch
sensitivity,InformationValue,popbio
sensitivity,InformationValue,PresenceAbsence
sensitivity,InformationValue,robumeta
sensitivity,InformationValue,SDMTools
sensitivity,InformationValue,sdprisk
sensitivity,InformationValue,SVMMatch
Sensitivity,ModelGood,RSKC
sensitivity,popbio,PresenceAbsence
sensitivity,popbio,robumeta
sensitivity,popbio,SDMTools
sensitivity,popbio,sdprisk
sensitivity,popbio,SVMMatch
sensitivity,PresenceAbsence,robumeta
sensitivity,PresenceAbsence,SDMTools
sensitivity,PresenceAbsence,sdprisk
sensitivity,PresenceAbsence,SVMMatch
sensitivity,robumeta,SDMTools
sensitivity,robumeta,sdprisk
sensitivity,robumeta,SVMMatch
sensitivity,SDMTools,sdprisk
sensitivity,SDMTools,SVMMatch
sensitivity,sdprisk,SVMMatch
sens,mada,popdemo
sens,mada,seem
sens,mada,softclassval
sens,mada,tgp
sens,popdemo,seem
sens,popdemo,softclassval
sens,popdemo,tgp
scheme,peptider,urltools
schizophrenia,HSAUR2,PBImisc
schizophrenia,HSAUR3,PBImisc
schizophrenia,HSAUR,PBImisc
schooldays,HSAUR,HSAUR2
schooldays,HSAUR,HSAUR3
Science,ltm,mirt
s.class,ade4,adegraphics
scm,cwhmisc,schoolmath
SCOC,deSolve,ecolMod
s.corcircle,ade4,adegraphics
score,ade4,bnlearn
score,ade4,CTT
score,ade4,events
score,ade4,supclust
score,adegraphics,bnlearn
score,adegraphics,CTT
score,adegraphics,events
score,adegraphics,supclust
SCORE,AssotesteR,PASWR2
score,bnlearn,CTT
score,bnlearn,deal
score,bnlearn,events
sf,FI,npsf
sf,FI,survMisc
sf,npsf,survMisc
sfTest,fBasics,snowfall
S,GaDiFPT,partitions
S,GaDiFPT,qdapRegex
S,GaDiFPT,sybil
s,gam,mgcv
s,gam,stm
s,gam,VGAM
SG,CoinMinD,ggm
sgolay,mQTL,signal
shadowtext,astro,TeachingDemos
sHalton,GLDEX,sfsmisc
shannon,CHNOSZ,msap
shannon,CHNOSZ,psych
Shannon,entropart,MCPAN
Shannon,entropart,polysat
Shannon,MCPAN,polysat
shannon,msap,psych
shape1,distr,RcmdrPlugin.qual
shape,distr,evir
shape,distrEx,evir
shape,distrEx,rgr
shape,distr,rgr
shape,evir,rgr
sharpen,CHsharp,spatstat
sharpe,stocks,tseries
shd,bnlearn,bnstruct
sheep,amen,fma
se,birk,tscount
secant,OOmisc,pracma
second,lubridate,RcppBDT
second,lubridate,solaR
second,RcppBDT,solaR
second,RcppBDT,timetools
seconds,chron,lubridate
seconds,chron,MTurkR
seconds,chron,RcppBDT
seconds,chron,splusTimeDate
seconds,lubridate,MTurkR
seconds,lubridate,RcppBDT
seconds,lubridate,splusTimeDate
seconds,MTurkR,RcppBDT
seconds,MTurkR,splusTimeDate
second,solaR,timetools
seconds,RcppBDT,splusTimeDate
sedist,blockmodeling,sna
seeds,BradleyTerry2,faraway
see,MASSTIMATE,rNMF
se.fixef,arm,influence.ME
se,FSA,gnm
se,FSA,itsadug
se,FSA,lmf
se,FSA,logmult
se,FSA,Metrics
se,FSA,mpath
se,FSA,MRSP
se,FSA,np
se,FSA,ParetoPosStable
setNA,adehabitatLT,simFrame
setNA,adehabitat,simFrame
set_names,magrittr,regexr
set,ODB,sets
setOptions,PBSmodelling,simone
set_opts,flowr,packrat
set_opts,flowr,params
set_opts,packrat,params
set.panel,fields,Rlab
set.pluginOption,rgrass7,spgrass6
setPop,adegenet,DALY
setProcess,FieldSim,mtk
setProgress,BBEST,R.utils
setProgress,BBEST,shiny
setProgress,R.utils,shiny
setProperties,mlr,rAmCharts
setRNG,rngtools,setRNG
setRowHeight,XLConnect,xlsx
setSeed,mixer,randtoolbox
set.stop_on_no_flags_parasOption,rgrass7,spgrass6
set.suppressEchoCmdInFuncOption,rgrass7,spgrass6
sett0,adehabitat,adehabitatLT
setThreshold,mlr,R.utils
settings,OpenRepGrid,quanteda
setTitle,epiDisplay,rAmCharts
set_token,captr,ROptimizely
setup,devtools,flowr
setup,devtools,funr
setup,devtools,simFrame
setup,flowr,funr
sd,distrRmetrics,elliptic
sd,elliptic,fdth
sd,elliptic,ftsa
sd,elliptic,h2o
sd,elliptic,IRISSeismic
sd,elliptic,mosaic
sd,elliptic,NADA
sd,elliptic,PivotalR
sd,elliptic,RadOnc
sd,elliptic,rapportools
sd,elliptic,scidb
sd,elliptic,sn
sd,elliptic,stats
sdev,COMPoissonReg,textir
sd,fdth,mosaic
sd,fdth,rapportools
SD,fitDRC,psych
sd,ftsa,mosaic
sd,ftsa,rapportools
SD,GCPM,psych
sd,h2o,mosaic
sd,h2o,rapportools
sd,IRISSeismic,mosaic
sd,IRISSeismic,rapportools
s.distri,ade4,adegraphics
sd,mosaic,NADA
sd,mosaic,PivotalR
sd,mosaic,RadOnc
sd,mosaic,rapportools
sd,mosaic,scidb
select,fanc,MoTBFs
select,fanc,MRSP
select,fanc,numOSL
select,fanc,poplite
select,fanc,raster
select,fanc,shapes
select,fanc,untb
selectFeatures,mlr,quanteda
selectFile,PBSmodelling,zooimage
select,futile.matrix,grpreg
select,futile.matrix,grpregOverlap
select,futile.matrix,MASS
select,futile.matrix,MoTBFs
select,futile.matrix,MRSP
select,futile.matrix,numOSL
select,futile.matrix,poplite
select,futile.matrix,raster
select,futile.matrix,shapes
select,futile.matrix,untb
select,grpreg,MoTBFs
select,grpregOverlap,MoTBFs
select,grpregOverlap,poplite
select,grpregOverlap,shapes
select,grpregOverlap,untb
select,grpreg,poplite
select,grpreg,shapes
select,grpreg,untb
selectInput,shiny,shinybootstrap2
selection,BioMark,episensr
selection,BioMark,FWDselect
show.image,adimpro,Rcell
showStatus,BatchJobs,twitteR
shp2bnd,BayesX,R2BayesX
shuffle,dendextend,mosaic
shuffle,dendextend,permute
shuffle,mosaic,permute
shuffle,mosaic,sdcMicro
shuffle,permute,sdcMicro
shutdown,ddR,fun
siblings,paramlink,phylobase
sic,haplotypes,sft
sidebarLayout,shiny,shinybootstrap2
sidebarPanel,shiny,shinybootstrap2
SI,drc,flower
SI,drc,gamlss.dist
SI,flower,gamlss.dist
sigEmax,DoseFinding,MCPMod
sig,LogisticDx,sig
sigma2,ipdmeta,labstatR
sigma,AdaptFitOS,bnlearn
sigma,AdaptFitOS,CLME
sigma,AdaptFitOS,elliptic
sigma,AdaptFitOS,gaston
sigma,AdaptFitOS,lme4
sigma,AdaptFitOS,mbest
sigma,AdaptFitOS,nlmeU
sigma,AdaptFitOS,robustbase
sigma,AdaptFitOS,rugarch
sigma,AdaptFitOS,shapes
sigma,bnlearn,elliptic
shift,data.table,MareyMap
shift,data.table,OpenRepGrid
shift,data.table,qdapTools
shift,data.table,raster
shift,data.table,secr
shift,data.table,spatstat
shift,data.table,splusTimeSeries
shift,data.table,taRifx
shift,hdeco,Jmisc
shift,hdeco,magic
shift,hdeco,MareyMap
shift,hdeco,OpenRepGrid
shift,hdeco,qdapTools
shift,hdeco,raster
shift,hdeco,secr
shift,hdeco,spatstat
shift,hdeco,splusTimeSeries
shift,hdeco,taRifx
shift,Jmisc,magic
shift,Jmisc,MareyMap
shift,Jmisc,OpenRepGrid
shift,Jmisc,qdapTools
shift,Jmisc,raster
shift,Jmisc,secr
shift,Jmisc,spatstat
shift,Jmisc,splusTimeSeries
shift,Jmisc,taRifx
shift.left,kyotil,matrixcalc
shift,magic,MareyMap
shift,magic,OpenRepGrid
sensitivity,AUC,fast
sensitivity,AUC,InformationValue
sensitivity,AUC,popbio
sensitivity,AUC,PresenceAbsence
sensitivity,AUC,robumeta
sensitivity,AUC,SDMTools
sensitivity,AUC,sdprisk
sensitivity,AUC,SVMMatch
sensitivity,caret,DALY
sensitivity,caret,fast
sensitivity,caret,InformationValue
sensitivity,caret,popbio
sensitivity,caret,PresenceAbsence
sensitivity,caret,SDMTools
sensitivity,caret,sdprisk
sensitivity,caret,SVMMatch
sensitivity,DALY,fast
sensitivity,DALY,InformationValue
sensitivity,DALY,popbio
sensitivity,DALY,PresenceAbsence
sensitivity,DALY,robumeta
sensitivity,DALY,SDMTools
sensitivity,DALY,sdprisk
sensitivity,DALY,SVMMatch
sensitivity,fast,InformationValue
sensitivity,fast,popbio
sensitivity,fast,PresenceAbsence
sensitivity,fast,robumeta
sensitivity,fast,SDMTools
sensitivity,fast,sdprisk
se,gnm,tscount
SE,hbsae,survey
SE,hbsae,unmarked
se,itsadug,lmf
se,itsadug,logmult
se,itsadug,Metrics
se,itsadug,mpath
se,itsadug,MRSP
se,itsadug,np
se,itsadug,ParetoPosStable
se,itsadug,RVAideMemoire
se,itsadug,SciencesPo
se,itsadug,sciplot
se,itsadug,SharpeR
se,itsadug,sjmisc
se,itsadug,tscount
select,BDgraph,dplyr
select,BDgraph,emil
select,BDgraph,fanc
select,BDgraph,futile.matrix
select,BDgraph,grpreg
select,BDgraph,grpregOverlap
select,BDgraph,MASS
select,BDgraph,MoTBFs
select,BDgraph,MRSP
select,BDgraph,numOSL
select,BDgraph,poplite
select,BDgraph,raster
select,BDgraph,shapes
sim,arm,mclust
sim,arm,psych
sim,arm,relSim
sim,arm,saeSim
sim,arm,seem
sim,arm,simba
sim,arm,simcausal
sim,arm,simsem
sim,arm,spMC
sim,BioPhysConnectoR,cacIRT
sim,BioPhysConnectoR,goric
sim,BioPhysConnectoR,irtoys
sim,BioPhysConnectoR,itsmr
sim,BioPhysConnectoR,lava
sim,BioPhysConnectoR,mclust
sim,BioPhysConnectoR,prob
sim,BioPhysConnectoR,psych
sim,BioPhysConnectoR,relSim
sim,BioPhysConnectoR,saeSim
sim,BioPhysConnectoR,seem
sim,BioPhysConnectoR,simba
sim,BioPhysConnectoR,simcausal
sim,BioPhysConnectoR,simecol
sim,BioPhysConnectoR,simsem
sim,BioPhysConnectoR,spMC
sim,BioPhysConnectoR,Zelig
sim,cacIRT,goric
sim,cacIRT,irtoys
sim,cacIRT,itsmr
sim,cacIRT,lava
select,raster,untb
select,shapes,untb
self,crunch,lfda
se,lmf,logmult
se,lmf,Metrics
se,lmf,mpath
se,lmf,MRSP
se,lmf,np
se,lmf,ParetoPosStable
se,lmf,RVAideMemoire
se,lmf,SciencesPo
se,lmf,sciplot
se,lmf,SharpeR
se,lmf,sjmisc
se,lmf,tscount
se,logmult,Metrics
se,logmult,RVAideMemoire
se,logmult,sciplot
se,logmult,sjmisc
semdiag.call.eqs,rsem,semdiag
semdiag.combinations,rsem,semdiag
semdiag.read.eqs,rsem,semdiag
semdiag.run.eqs,rsem,semdiag
se,Metrics,mpath
se,Metrics,MRSP
se,Metrics,np
se,Metrics,ParetoPosStable
se,Metrics,RVAideMemoire
se,Metrics,SciencesPo
se,Metrics,sciplot
setCellStyle,XLConnect,xlsx
setColors,colortools,tis
setColumnWidth,XLConnect,xlsx
set_config,httr,pkgconfig
setCores,awsMethods,spMC
setData,DALY,yuima
set,data.table,dendextend
set,data.table,lessR
set,data.table,ODB
set,data.table,sets
Set,data.tree,Ryacas
set.defaultFlagsOption,rgrass7,spgrass6
set,dendextend,lessR
set,dendextend,sets
setDiff,dglars,sglasso
set.echoCmdOption,rgrass7,spgrass6
set.edge.attribute,igraph,network
setExport,doRedis,rAmCharts
set.GIS_LOCK,rgrass7,spgrass6
setgrid,geo,preprocomb
set.ignore.stderrOption,rgrass7,spgrass6
set.legacyExecOption,rgrass7,spgrass6
set,lessR,ODB
set,lessR,sets
set.limits,adehabitat,adehabitatLT
setMap,paramlink,phytools
setModel,paramlink,polySegratioMM
setModel,paramlink,yuima
setModel,polySegratioMM,yuima
setNA,adehabitat,adehabitatLT
similarity,agricolae,quanteda
similarity,agricolae,recommenderlab
similarity,agricolae,vegetarian
similarity,apcluster,igraph
similarity,apcluster,vegetarian
similarity,arulesSequences,igraph
similarity,arulesSequences,vegetarian
similarity,igraph,quanteda
similarity,igraph,recommenderlab
similarity,igraph,vegetarian
similarity,quanteda,vegetarian
similarity,recommenderlab,vegetarian
sim,irtoys,itsmr
sim,irtoys,lava
sim,irtoys,mclust
sim,irtoys,prob
sim,irtoys,psych
sim,irtoys,relSim
sim,irtoys,saeSim
sim,irtoys,seem
sim,irtoys,simba
sim,irtoys,simcausal
sim,irtoys,simecol
sim,irtoys,simsem
sim,irtoys,spMC
sim,irtoys,Zelig
sim,itsmr,lava
sim,itsmr,mclust
sim,itsmr,prob
sim,itsmr,psych
simdata,convoSPAT,mme
simdata,convoSPAT,sortinghat
sim.data,denpro,flam
sim.data,denpro,penalizedSVM
sim.data,denpro,SparseTSCGM
simdata,DPw,Geneland
simdata,DPw,HSROC
simdata,DPw,jackknifeKME
simdata,DPw,MDM
simdata,DPw,mirt
simdata,DPw,mme
simdata,DPw,sortinghat
sim.data,flam,penalizedSVM
sim.data,flam,SparseTSCGM
simdata,Geneland,HSROC
simdata,Geneland,jackknifeKME
simdata,Geneland,MDM
simdata,Geneland,mirt
simdata,Geneland,mme
simdata,Geneland,sortinghat
simdata,HSROC,jackknifeKME
simdata,HSROC,MDM
simdata,HSROC,mirt
simdata,HSROC,mme
simdata,HSROC,sortinghat
SimData,InformationValue,SimSeq
simdata,jackknifeKME,MDM
simdata,jackknifeKME,mirt
simdata,jackknifeKME,mme
simdata,jackknifeKME,sortinghat
sens,seem,softclassval
sens,seem,tgp
sens,softclassval,tgp
separate,editrules,EngrExpt
separate,editrules,Fragman
separate,editrules,lordif
separate,editrules,tidyr
separate,editrules,VLF
separate,EngrExpt,Fragman
separate,EngrExpt,lordif
separate,EngrExpt,tidyr
separate,EngrExpt,VLF
separate,Fragman,lordif
separate,Fragman,tidyr
separate,Fragman,VLF
separate,lordif,tidyr
separate,lordif,VLF
separate,tidyr,VLF
separator,qmrparser,spaMM
se,ParetoPosStable,RVAideMemoire
se,ParetoPosStable,sciplot
se,ParetoPosStable,sjmisc
sep,dequer,RSurveillance
seqgen,phyclust,TraMineR
seqToIntervals,denstrip,R.utils
sequences,bold,randomizeBE
serial.test,randtoolbox,vars
seriesDataNew,splus2R,splusTimeSeries
seriesData,splus2R,splusTimeSeries
sh,fds,shapes
Shift,BEDASSLE,splancs
shift,binhf,DataCombine
shift,binhf,data.table
shift,binhf,hdeco
shift,binhf,Jmisc
shift,binhf,magic
shift,binhf,MareyMap
shift,binhf,OpenRepGrid
shift,binhf,qdapTools
shift,binhf,raster
shift,binhf,secr
shift,binhf,spatstat
shift,binhf,splusTimeSeries
shift,binhf,taRifx
shift,DataCombine,data.table
shift,DataCombine,hdeco
shift,DataCombine,Jmisc
shift,DataCombine,magic
shift,DataCombine,MareyMap
shift,DataCombine,OpenRepGrid
shift,DataCombine,qdapTools
shift,DataCombine,raster
shift,DataCombine,secr
shift,DataCombine,spatstat
shift,DataCombine,splusTimeSeries
shift,DataCombine,taRifx
shift,data.table,hdeco
shift,data.table,Jmisc
shift,data.table,magic
sim,relSim,simcausal
sim,relSim,simecol
sim,relSim,simsem
sim,relSim,spMC
sim,relSim,Zelig
sim,saeSim,seem
sim,saeSim,simba
sim,saeSim,simcausal
sim,saeSim,simecol
sim,saeSim,simsem
sim,saeSim,spMC
sim,saeSim,Zelig
simSample,simFrame,smfsb
sims,BioPhysConnectoR,rv
sim,seem,simba
sim,seem,simcausal
sim,seem,simecol
sim,seem,simsem
sim,seem,spMC
sim,seem,Zelig
sim,simba,simcausal
sim,simba,simecol
sim,simba,simsem
sim,simba,spMC
sim,simba,Zelig
sim,simcausal,simecol
sim,simcausal,simsem
sim,simcausal,spMC
sim,simcausal,Zelig
sim,simecol,simsem
sim,mclust,Zelig
simm.crw,adehabitat,adehabitatLT
simm.levy,adehabitat,adehabitatLT
simm.mba,adehabitat,adehabitatLT
simm.mou,adehabitat,adehabitatLT
simp,broman,StreamMetabolism
simp_int,Conake,kerdiest
simplex,boot,disp2D
simplex,boot,geozoo
simplex,boot,GUILDS
simplex,boot,optimsimplex
simplex,boot,VGAM
simplex,disp2D,geozoo
simplex,disp2D,GUILDS
simplex,disp2D,optimsimplex
simplex,disp2D,VGAM
simplex,geozoo,GUILDS
simplex,geozoo,optimsimplex
simplex,geozoo,VGAM
simplex,GUILDS,optimsimplex
simplex,GUILDS,VGAM
simplex,optimsimplex,VGAM
Simplify,Deriv,Ryacas
simplify,igraph,rationalfun
simplify,igraph,simplr
simplify,rationalfun,simplr
sim,prob,psych
sim,prob,relSim
sim,prob,saeSim
sim,prob,seem
sigma,bnlearn,shapes
sigma,CLME,elliptic
sigma,CLME,shapes
sigma,distrEllipse,elliptic
sigma,elliptic,gaston
sigma,elliptic,lme4
sigma,elliptic,mbest
sigma,elliptic,nlmeU
sigma,elliptic,robustbase
sigma,elliptic,rugarch
sigma,elliptic,shapes
sigma,gaston,shapes
sigma.hat,alr3,arm
sigma.hat,alr3,stremo
sigma.hat,alr3,TANOVA
sigma.hat,arm,stremo
sigma.hat,arm,TANOVA
sigma.hat,stremo,TANOVA
sigma,lme4,shapes
sigma,mbest,shapes
sigma,nlmeU,shapes
sigma,robustbase,shapes
sigma,rugarch,shapes
sigmoid,e1071,pracma
sigmoid,e1071,qrnn
sigmoid,e1071,tsDyn
sigmoid,pracma,qrnn
sigmoid,pracma,tsDyn
sigmoid,qrnn,tsDyn
sign1,mvoutlier,rkt
setup,flowr,simFrame
setup,funr,simFrame
setup.model,marked,RMark
setup.parameters,marked,RMark
set.useGDALOption,rgrass7,spgrass6
set.useInternOption,rgrass7,spgrass6
setValue,BBmisc,mtk
setValue,BBmisc,R.utils
set.vertex.attribute,igraph,network
setWeights,mtk,Rsampletrees
setXMLencoding,rgrass7,spgrass6
severity,actuar,severity
sfa,Benchmarking,ForeCA
sfa,Benchmarking,frontier
sfa,Benchmarking,sfa
sfa,Benchmarking,SparseFactorAnalysis
sfa,ForeCA,frontier
sfa,ForeCA,sfa
sfa,ForeCA,SparseFactorAnalysis
sfa,frontier,sfa
sfa,frontier,SparseFactorAnalysis
sfa,sfa,SparseFactorAnalysis
S,fast,GaDiFPT
s,fast,gam
s,fast,mgcv
S,fast,partitions
S,fast,qdapRegex
s,fast,stm
S,fast,sybil
s,fast,VGAM
size,ACCLMA,arules
size,ACCLMA,arulesSequences
size,ACCLMA,deal
size,ACCLMA,distr
size,ACCLMA,flip
size,ACCLMA,geoscale
size,ACCLMA,gWidgets
size,ACCLMA,gWidgets2
size,ACCLMA,gWidgetstcltk
size,ACCLMA,intervals
size,ACCLMA,kernlab
size,ACCLMA,Kmisc
size,ACCLMA,MareyMap
size,ACCLMA,matlab
size,ACCLMA,memuse
size,ACCLMA,optimbase
size,ACCLMA,PopED
size,ACCLMA,pracma
size,ACCLMA,ramify
size,ACCLMA,rbamtools
size,ACCLMA,rEMM
size,ACCLMA,tcltk2
size,arules,deal
size,arules,geoscale
size,arules,Kmisc
size,arules,optimbase
size,arules,PopED
size,arules,pracma
size,arules,ramify
size,arulesSequences,deal
simulation,BinNor,SensoMineR
simulation,gvcm.cat,kknn
simulation,gvcm.cat,MRSP
simulation,gvcm.cat,sdef
simulation,gvcm.cat,SensoMineR
simulation,kknn,MRSP
simulation,kknn,sdef
simulation,kknn,SensoMineR
simulation,MRSP,sdef
simulation,MRSP,SensoMineR
simulation,sdef,SensoMineR
simulData,ClustMMDD,LINselect
simul,HDPenReg,rhosp
simvar,classifly,LPM
sin,base,RandomFields
sinc,FIACH,phonTools
sinc,FIACH,pracma
sinc,FIACH,rdetools
sinc,FIACH,rwirelesscom
sinc,phonTools,pracma
sinc,phonTools,rdetools
sinc,phonTools,rwirelesscom
sinc,pracma,rdetools
sinc,pracma,rwirelesscom
sinc,rdetools,rwirelesscom
single,base,multipol
singles,leafletR,R.utils
singlesnpMeta,seqMeta,skatMeta
singleton,htmltools,paramlink
singleton,htmltools,potts
size,MareyMap,pracma
size,MareyMap,ramify
size,matlab,optimbase
size,matlab,PopED
size,matlab,pracma
size,matlab,ramify
size,memuse,optimbase
size,memuse,PopED
size,memuse,pracma
size,memuse,ramify
sizeof,mmap,Rcpp
size,optimbase,PopED
size,optimbase,pracma
size,optimbase,ramify
size,optimbase,rbamtools
size,optimbase,rEMM
size,optimbase,tcltk2
size,PopED,pracma
size,PopED,ramify
size,PopED,rbamtools
size,PopED,rEMM
size,PopED,tcltk2
size,pracma,ramify
size,pracma,rbamtools
size,pracma,rEMM
size,pracma,tcltk2
size,ramify,rbamtools
size,ramify,rEMM
size,ramify,tcltk2
SiZer,feature,SiZer
sim,cacIRT,mclust
sim,cacIRT,prob
sim,cacIRT,psych
sim,cacIRT,relSim
sim,cacIRT,saeSim
sim,cacIRT,seem
sim,cacIRT,simba
sim,cacIRT,simcausal
sim,cacIRT,simecol
sim,cacIRT,simsem
sim,cacIRT,spMC
sim,cacIRT,Zelig
simdata2,markophylo,mme
simdata3,markophylo,mme
simdata,CALIBERrfimpute,convoSPAT
simdata,CALIBERrfimpute,DPw
simdata,CALIBERrfimpute,Geneland
simdata,CALIBERrfimpute,HSROC
simdata,CALIBERrfimpute,jackknifeKME
simdata,CALIBERrfimpute,MDM
simdata,CALIBERrfimpute,mirt
simdata,CALIBERrfimpute,mme
simdata,CALIBERrfimpute,sortinghat
sim_data,causaldrf,clusteval
simdata,convoSPAT,DPw
simdata,convoSPAT,Geneland
simdata,convoSPAT,HSROC
simdata,convoSPAT,jackknifeKME
simdata,convoSPAT,MDM
simdata,convoSPAT,mirt
shift,magic,qdapTools
shift,magic,raster
shift,magic,secr
shift,magic,spatstat
shift,magic,splusTimeSeries
shift,magic,taRifx
shift,MareyMap,OpenRepGrid
shift,MareyMap,qdapTools
shift,OpenRepGrid,qdapTools
shift,OpenRepGrid,raster
shift,OpenRepGrid,secr
shift,OpenRepGrid,spatstat
shift,OpenRepGrid,splusTimeSeries
shift,OpenRepGrid,taRifx
shift,qdapTools,raster
shift,qdapTools,secr
shift,qdapTools,spatstat
shift,qdapTools,splusTimeSeries
shift,qdapTools,taRifx
shift.right,kyotil,matrixcalc
short,cgwtools,ff
shortestPath,gdistance,spatgraphs
shortestPath,phylobase,spatgraphs
shortestPath,RNeo4j,spatgraphs
ShortestPaths,cheddar,EpiContactTrace
short_summary,datacheck,gWidgets2
showColors,IDPmisc,lessR
showData,RcmdrPlugin.DoE,relimp
size,distr,ramify
size,flip,geoscale
size,flip,Kmisc
size,flip,optimbase
size,flip,PopED
size,flip,pracma
size,flip,ramify
size,geoscale,gWidgets
size,geoscale,gWidgets2
size,geoscale,gWidgetstcltk
size,geoscale,intervals
size,geoscale,kernlab
size,geoscale,Kmisc
size,geoscale,MareyMap
size,geoscale,matlab
size,geoscale,memuse
size,geoscale,optimbase
size,geoscale,PopED
size,geoscale,pracma
size,geoscale,ramify
size,geoscale,rbamtools
size,geoscale,rEMM
size,geoscale,tcltk2
size,gWidgets2,Kmisc
size,gWidgets2,optimbase
size,gWidgets2,PopED
size,gWidgets2,pracma
size,gWidgets2,ramify
size,gWidgets,Kmisc
size,gWidgets,optimbase
skewness,distrEx,quantileDA
skewness,distrEx,rapport
skewness,distrEx,rapportools
skewness,distrEx,s20x
skewness,distrEx,saemix
skewness,distrEx,SciencesPo
skewness,distrEx,TSA
skewness,DistributionUtils,e1071
skewness,DistributionUtils,EnvStats
skewness,DistributionUtils,GLDEX
skewness,DistributionUtils,HyperbolicDist
skewness,DistributionUtils,modeest
skewness,DistributionUtils,moments
skewness,DistributionUtils,npde
skewness,DistributionUtils,PerformanceAnalytics
skewness,DistributionUtils,propagate
skewness,DistributionUtils,quantileDA
skewness,DistributionUtils,rapport
skewness,DistributionUtils,rapportools
skewness,DistributionUtils,ROptEstOld
skewness,DistributionUtils,s20x
skewness,DistributionUtils,saemix
skewness,DistributionUtils,SciencesPo
skewness,DistributionUtils,Sim.DiffProc
skewness,DistributionUtils,timeDate
skewness,DistributionUtils,TSA
skewness,e1071,EnvStats
skewness,e1071,GLDEX
skewness,e1071,HyperbolicDist
skewness,e1071,modeest
sim,itsmr,relSim
sim,itsmr,saeSim
sim,itsmr,seem
sim,itsmr,simba
sim,itsmr,simcausal
sim,itsmr,simecol
sim,itsmr,simsem
sim,itsmr,spMC
sim,itsmr,Zelig
sim,lava,mclust
sim,lava,psych
sim,lava,relSim
sim,lava,saeSim
sim,lava,seem
sim,lava,simba
sim,lava,simcausal
sim,lava,simsem
sim,lava,spMC
simm.bb,adehabitat,adehabitatLT
simm.brown,adehabitat,adehabitatLT
sim,mclust,prob
sim,mclust,psych
sim,mclust,relSim
sim,mclust,saeSim
sim,mclust,seem
sim,mclust,simba
sim,mclust,simcausal
sim,mclust,simecol
sim,mclust,simsem
sim,mclust,spMC
sim,AMORE,relSim
sim,AMORE,saeSim
sim,AMORE,seem
sim,AMORE,simba
sim,AMORE,simcausal
sim,AMORE,simsem
sim,AMORE,spMC
sim,aqp,arm
sim,aqp,BioPhysConnectoR
sim,aqp,cacIRT
sim,aqp,goric
sim,aqp,irtoys
sim,aqp,itsmr
sim,aqp,lava
sim,aqp,mclust
sim,aqp,prob
sim,aqp,psych
sim,aqp,relSim
sim,aqp,saeSim
sim,aqp,seem
sim,aqp,simba
sim,aqp,simcausal
sim,aqp,simecol
sim,aqp,simsem
sim,aqp,spMC
sim,aqp,Zelig
sim,arm,BioPhysConnectoR
sim,arm,cacIRT
sim,arm,irtoys
sim,arm,itsmr
skewness,npde,rapportools
skewness,npde,ROptEstOld
skewness,npde,s20x
skewness,npde,saemix
skewness,npde,SciencesPo
skewness,npde,Sim.DiffProc
skewness,npde,timeDate
skewness,npde,TSA
skewness,PerformanceAnalytics,propagate
skewness,PerformanceAnalytics,quantileDA
skewness,PerformanceAnalytics,rapport
skewness,PerformanceAnalytics,rapportools
skewness,PerformanceAnalytics,ROptEstOld
skewness,PerformanceAnalytics,s20x
skewness,PerformanceAnalytics,saemix
skewness,PerformanceAnalytics,SciencesPo
skewness,PerformanceAnalytics,Sim.DiffProc
skewness,PerformanceAnalytics,timeDate
skewness,PerformanceAnalytics,TSA
skewness,propagate,quantileDA
skewness,propagate,rapport
skewness,propagate,rapportools
skewness,propagate,ROptEstOld
skewness,propagate,s20x
skewness,propagate,saemix
skewness,propagate,SciencesPo
skewness,propagate,Sim.DiffProc
skewness,propagate,timeDate
skewness,propagate,TSA
skewness,quantileDA,rapport
skew,labstatR,nsRFA
skew,labstatR,prettyR
skew,labstatR,psych
skew,labstatR,retimes
skew,labstatR,Rlab
skew,labstatR,semTools
skew,labstatR,TIMP
skewness,agricolae,Davies
skewness,agricolae,distrEx
skewness,agricolae,DistributionUtils
skewness,agricolae,e1071
skewness,agricolae,EnvStats
skewness,agricolae,GLDEX
skewness,agricolae,HyperbolicDist
skewness,agricolae,modeest
skewness,agricolae,moments
skewness,agricolae,npde
skewness,agricolae,PerformanceAnalytics
skewness,agricolae,propagate
skewness,agricolae,quantileDA
skewness,agricolae,rapport
skewness,agricolae,rapportools
skewness,agricolae,ROptEstOld
skewness,agricolae,s20x
skewness,agricolae,saemix
skewness,agricolae,SciencesPo
skewness,agricolae,Sim.DiffProc
skewness,agricolae,timeDate
skewness,agricolae,TSA
skewness,Davies,distrEx
slice,arrayhelpers,IRISSeismic
slice,arrayhelpers,lambda.tools
slice,arrayhelpers,neuroim
slice,arrayhelpers,optpart
slice,arrayhelpers,ordinal
slice,arrayhelpers,phonTools
slice,arrayhelpers,scidb
slice,arrayhelpers,synlik
slice,arrayhelpers,xgboost
slice,bbmle,CHNOSZ
slice,bbmle,cmrutils
slice,bbmle,dplyr
slice,bbmle,lambda.tools
slice,bbmle,optpart
slice,bbmle,phonTools
slice,bbmle,scidb
slice,bbmle,synlik
slice,CHNOSZ,cmrutils
slice,CHNOSZ,dendroextras
slice,CHNOSZ,dplyr
slice,CHNOSZ,IRISSeismic
slice,CHNOSZ,lambda.tools
